Iteration P0_1 P0_2 P0_3 P0_4 P0_5 P0_6 P0_7 P0_8 P0_9 P0_10 P0_11 P0_12 P0_13 P0_14 P0_15 P0_16 P0_17 P0_18 P0_19 P0_20 P0_21 
378 2.697397 1.061662 2.627513 0.600826 1.164431 1.743117 1.507327 0.689717 0.111634 1.593211 0.671932 1.556298 0.382090 0.203985 1.629115 0.350562 0.770414 0.819682 -0.030743 0.153111 1.227111 
379 2.697397 1.061662 2.627514 0.600827 1.164431 1.743117 1.507328 0.689717 0.111634 1.593211 0.671933 1.556299 0.382090 0.203985 1.629115 0.350563 0.770414 0.819683 -0.030743 0.153111 1.227111 
380 2.697398 1.061663 2.627514 0.600827 1.164432 1.743118 1.507328 0.689718 0.111635 1.593211 0.671933 1.556299 0.382090 0.203985 1.629116 0.350563 0.770414 0.819683 -0.030743 0.153112 1.227111 
381 2.697398 1.061663 2.627515 0.600828 1.164432 1.743119 1.507328 0.689718 0.111635 1.593211 0.671933 1.556300 0.382090 0.203986 1.629116 0.350563 0.770415 0.819683 -0.030742 0.153112 1.227111 
382 2.697399 1.061664 2.627515 0.600828 1.164433 1.743119 1.507328 0.689718 0.111635 1.593211 0.671934 1.556300 0.382091 0.203986 1.629116 0.350563 0.770415 0.819684 -0.030742 0.153112 1.227111 
383 2.697399 1.061664 2.627516 0.600829 1.164434 1.743120 1.507329 0.689718 0.111635 1.593211 0.671934 1.556300 0.382091 0.203986 1.629116 0.350564 0.770415 0.819684 -0.030742 0.153112 1.227112 
384 2.697400 1.061665 2.627516 0.600829 1.164434 1.743120 1.507329 0.689719 0.111636 1.593211 0.671934 1.556300 0.382091 0.203986 1.629116 0.350564 0.770415 0.819684 -0.030742 0.153112 1.227112 
385 2.697400 1.061665 2.627517 0.600830 1.164435 1.743121 1.507329 0.689719 0.111636 1.593212 0.671934 1.556301 0.382092 0.203986 1.629116 0.350564 0.770416 0.819684 -0.030742 0.153112 1.227112 
386 2.697401 1.061666 2.627517 0.600830 1.164435 1.743121 1.507329 0.689719 0.111636 1.593212 0.671935 1.556301 0.382092 0.203986 1.629116 0.350564 0.770416 0.819685 -0.030742 0.153112 1.227112 
387 2.697401 1.061666 2.627518 0.600831 1.164436 1.743122 1.507330 0.689719 0.111636 1.593212 0.671935 1.556301 0.382092 0.203986 1.629117 0.350565 0.770416 0.819685 -0.030742 0.153112 1.227112 
388 2.697401 1.061666 2.627518 0.600831 1.164436 1.743122 1.507330 0.689720 0.111637 1.593212 0.671935 1.556302 0.382092 0.203986 1.629117 0.350565 0.770416 0.819685 -0.030742 0.153113 1.227112 
389 2.697402 1.061667 2.627519 0.600831 1.164437 1.743122 1.507330 0.689720 0.111637 1.593212 0.671935 1.556302 0.382093 0.203987 1.629117 0.350565 0.770417 0.819685 -0.030741 0.153113 1.227112 
390 2.697402 1.061667 2.627519 0.600832 1.164437 1.743123 1.507330 0.689720 0.111637 1.593212 0.671936 1.556302 0.382093 0.203987 1.629117 0.350565 0.770417 0.819686 -0.030741 0.153113 1.227112 
391 2.697402 1.061668 2.627520 0.600832 1.164437 1.743123 1.507330 0.689720 0.111637 1.593212 0.671936 1.556302 0.382093 0.203987 1.629117 0.350565 0.770417 0.819686 -0.030741 0.153113 1.227113 
392 2.697403 1.061668 2.627520 0.600833 1.164438 1.743124 1.507331 0.689721 0.111637 1.593212 0.671936 1.556303 0.382093 0.203987 1.629117 0.350566 0.770417 0.819686 -0.030741 0.153113 1.227113 
393 2.697403 1.061668 2.627521 0.600833 1.164438 1.743124 1.507331 0.689721 0.111638 1.593212 0.671936 1.556303 0.382094 0.203987 1.629117 0.350566 0.770418 0.819686 -0.030741 0.153113 1.227113 
394 2.697403 1.061669 2.627521 0.600833 1.164439 1.743125 1.507331 0.689721 0.111638 1.593212 0.671937 1.556303 0.382094 0.203987 1.629117 0.350566 0.770418 0.819686 -0.030741 0.153113 1.227113 
395 2.697404 1.061669 2.627521 0.600834 1.164439 1.743125 1.507331 0.689721 0.111638 1.593213 0.671937 1.556303 0.382094 0.203987 1.629118 0.350566 0.770418 0.819687 -0.030741 0.153113 1.227113 
396 2.697404 1.061670 2.627522 0.600834 1.164440 1.743125 1.507331 0.689722 0.111638 1.593213 0.671937 1.556304 0.382094 0.203987 1.629118 0.350566 0.770418 0.819687 -0.030741 0.153113 1.227113 
397 2.697404 1.061670 2.627522 0.600834 1.164440 1.743126 1.507332 0.689722 0.111638 1.593213 0.671937 1.556304 0.382095 0.203987 1.629118 0.350567 0.770419 0.819687 -0.030741 0.153114 1.227113 
398 2.697405 1.061670 2.627523 0.600835 1.164440 1.743126 1.507332 0.689722 0.111639 1.593213 0.671937 1.556304 0.382095 0.203987 1.629118 0.350567 0.770419 0.819687 -0.030741 0.153114 1.227113 
399 2.697405 1.061671 2.627523 0.600835 1.164441 1.743126 1.507332 0.689722 0.111639 1.593213 0.671938 1.556304 0.382095 0.203988 1.629118 0.350567 0.770419 0.819687 -0.030741 0.153114 1.227113 
400 2.697405 1.061671 2.627523 0.600835 1.164441 1.743127 1.507332 0.689722 0.111639 1.593213 0.671938 1.556305 0.382095 0.203988 1.629118 0.350567 0.770419 0.819687 -0.030741 0.153114 1.227113 
401 2.697406 1.061671 2.627524 0.600836 1.164441 1.743127 1.507332 0.689722 0.111639 1.593213 0.671938 1.556305 0.382095 0.203988 1.629118 0.350567 0.770419 0.819688 -0.030740 0.153114 1.227113 
402 2.697406 1.061672 2.627524 0.600836 1.164442 1.743127 1.507332 0.689723 0.111639 1.593213 0.671938 1.556305 0.382095 0.203988 1.629118 0.350568 0.770420 0.819688 -0.030740 0.153114 1.227113 
403 2.697406 1.061672 2.627524 0.600836 1.164442 1.743128 1.507333 0.689723 0.111639 1.593213 0.671938 1.556305 0.382096 0.203988 1.629118 0.350568 0.770420 0.819688 -0.030740 0.153114 1.227114 
404 2.697406 1.061672 2.627525 0.600837 1.164442 1.743128 1.507333 0.689723 0.111640 1.593213 0.671938 1.556305 0.382096 0.203988 1.629118 0.350568 0.770420 0.819688 -0.030740 0.153114 1.227114 
405 2.697407 1.061672 2.627525 0.600837 1.164443 1.743128 1.507333 0.689723 0.111640 1.593213 0.671939 1.556306 0.382096 0.203988 1.629118 0.350568 0.770420 0.819688 -0.030740 0.153114 1.227114 
406 2.697407 1.061673 2.627525 0.600837 1.164443 1.743129 1.507333 0.689723 0.111640 1.593213 0.671939 1.556306 0.382096 0.203988 1.629119 0.350568 0.770420 0.819688 -0.030740 0.153114 1.227114 
407 2.697407 1.061673 2.627526 0.600837 1.164443 1.743129 1.507333 0.689723 0.111640 1.593213 0.671939 1.556306 0.382096 0.203988 1.629119 0.350568 0.770420 0.819689 -0.030740 0.153114 1.227114 
408 2.697407 1.061673 2.627526 0.600838 1.164444 1.743129 1.507333 0.689724 0.111640 1.593213 0.671939 1.556306 0.382097 0.203988 1.629119 0.350568 0.770421 0.819689 -0.030740 0.153114 1.227114 
409 2.697408 1.061674 2.627526 0.600838 1.164444 1.743130 1.507333 0.689724 0.111640 1.593214 0.671939 1.556306 0.382097 0.203988 1.629119 0.350569 0.770421 0.819689 -0.030740 0.153114 1.227114 
410 2.697408 1.061674 2.627527 0.600838 1.164444 1.743130 1.507333 0.689724 0.111640 1.593214 0.671939 1.556306 0.382097 0.203988 1.629119 0.350569 0.770421 0.819689 -0.030740 0.153115 1.227114 
411 2.697408 1.061674 2.627527 0.600838 1.164444 1.743130 1.507334 0.689724 0.111640 1.593214 0.671940 1.556307 0.382097 0.203988 1.629119 0.350569 0.770421 0.819689 -0.030740 0.153115 1.227114 
412 2.697408 1.061674 2.627527 0.600839 1.164445 1.743130 1.507334 0.689724 0.111641 1.593214 0.671940 1.556307 0.382097 0.203988 1.629119 0.350569 0.770421 0.819689 -0.030740 0.153115 1.227114 
413 2.697408 1.061674 2.627527 0.600839 1.164445 1.743131 1.507334 0.689724 0.111641 1.593214 0.671940 1.556307 0.382097 0.203989 1.629119 0.350569 0.770421 0.819689 -0.030740 0.153115 1.227114 
414 2.697409 1.061675 2.627528 0.600839 1.164445 1.743131 1.507334 0.689724 0.111641 1.593214 0.671940 1.556307 0.382097 0.203989 1.629119 0.350569 0.770421 0.819690 -0.030740 0.153115 1.227114 
415 2.697409 1.061675 2.627528 0.600839 1.164445 1.743131 1.507334 0.689725 0.111641 1.593214 0.671940 1.556307 0.382098 0.203989 1.629119 0.350569 0.770422 0.819690 -0.030740 0.153115 1.227114 
416 2.697409 1.061675 2.627528 0.600839 1.164446 1.743131 1.507334 0.689725 0.111641 1.593214 0.671940 1.556307 0.382098 0.203989 1.629119 0.350569 0.770422 0.819690 -0.030739 0.153115 1.227114 
417 2.697409 1.061675 2.627528 0.600840 1.164446 1.743132 1.507334 0.689725 0.111641 1.593214 0.671940 1.556308 0.382098 0.203989 1.629119 0.350569 0.770422 0.819690 -0.030739 0.153115 1.227114 
418 2.697409 1.061676 2.627529 0.600840 1.164446 1.743132 1.507334 0.689725 0.111641 1.593214 0.671940 1.556308 0.382098 0.203989 1.629119 0.350570 0.770422 0.819690 -0.030739 0.153115 1.227115 
419 2.697410 1.061676 2.627529 0.600840 1.164446 1.743132 1.507334 0.689725 0.111641 1.593214 0.671941 1.556308 0.382098 0.203989 1.629119 0.350570 0.770422 0.819690 -0.030739 0.153115 1.227115 
420 2.697410 1.061676 2.627529 0.600840 1.164447 1.743132 1.507335 0.689725 0.111642 1.593214 0.671941 1.556308 0.382098 0.203989 1.629120 0.350570 0.770422 0.819690 -0.030739 0.153115 1.227115 
421 2.697410 1.061676 2.627529 0.600840 1.164447 1.743132 1.507335 0.689725 0.111642 1.593214 0.671941 1.556308 0.382098 0.203989 1.629120 0.350570 0.770422 0.819690 -0.030739 0.153115 1.227115 
422 2.697410 1.061676 2.627529 0.600841 1.164447 1.743133 1.507335 0.689725 0.111642 1.593214 0.671941 1.556308 0.382098 0.203989 1.629120 0.350570 0.770422 0.819690 -0.030739 0.153115 1.227115 
423 2.697410 1.061677 2.627530 0.600841 1.164447 1.743133 1.507335 0.689726 0.111642 1.593214 0.671941 1.556308 0.382099 0.203989 1.629120 0.350570 0.770422 0.819691 -0.030739 0.153115 1.227115 
424 2.697410 1.061677 2.627530 0.600841 1.164447 1.743133 1.507335 0.689726 0.111642 1.593214 0.671941 1.556308 0.382099 0.203989 1.629120 0.350570 0.770423 0.819691 -0.030739 0.153115 1.227115 
425 2.697411 1.061677 2.627530 0.600841 1.164448 1.743133 1.507335 0.689726 0.111642 1.593214 0.671941 1.556309 0.382099 0.203989 1.629120 0.350570 0.770423 0.819691 -0.030739 0.153115 1.227115 
426 2.697411 1.061677 2.627530 0.600841 1.164448 1.743133 1.507335 0.689726 0.111642 1.593214 0.671941 1.556309 0.382099 0.203989 1.629120 0.350570 0.770423 0.819691 -0.030739 0.153115 1.227115 
427 2.697411 1.061677 2.627530 0.600841 1.164448 1.743133 1.507335 0.689726 0.111642 1.593214 0.671941 1.556309 0.382099 0.203989 1.629120 0.350570 0.770423 0.819691 -0.030739 0.153116 1.227115 
428 2.697411 1.061677 2.627531 0.600842 1.164448 1.743134 1.507335 0.689726 0.111642 1.593214 0.671941 1.556309 0.382099 0.203989 1.629120 0.350571 0.770423 0.819691 -0.030739 0.153116 1.227115 
429 2.697411 1.061678 2.627531 0.600842 1.164448 1.743134 1.507335 0.689726 0.111642 1.593214 0.671942 1.556309 0.382099 0.203989 1.629120 0.350571 0.770423 0.819691 -0.030739 0.153116 1.227115 
430 2.697411 1.061678 2.627531 0.600842 1.164448 1.743134 1.507335 0.689726 0.111642 1.593215 0.671942 1.556309 0.382099 0.203989 1.629120 0.350571 0.770423 0.819691 -0.030739 0.153116 1.227115 
431 2.697411 1.061678 2.627531 0.600842 1.164449 1.743134 1.507336 0.689726 0.111643 1.593215 0.671942 1.556309 0.382099 0.203989 1.629120 0.350571 0.770423 0.819691 -0.030739 0.153116 1.227115 
432 2.697412 1.061678 2.627531 0.600842 1.164449 1.743134 1.507336 0.689726 0.111643 1.593215 0.671942 1.556309 0.382099 0.203989 1.629120 0.350571 0.770423 0.819691 -0.030739 0.153116 1.227115 
433 2.697412 1.061678 2.627531 0.600842 1.164449 1.743134 1.507336 0.689726 0.111643 1.593215 0.671942 1.556309 0.382099 0.203990 1.629120 0.350571 0.770423 0.819691 -0.030739 0.153116 1.227115 
434 2.697412 1.061678 2.627532 0.600843 1.164449 1.743135 1.507336 0.689727 0.111643 1.593215 0.671942 1.556309 0.382100 0.203990 1.629120 0.350571 0.770424 0.819692 -0.030739 0.153116 1.227115 
435 2.697412 1.061678 2.627532 0.600843 1.164449 1.743135 1.507336 0.689727 0.111643 1.593215 0.671942 1.556310 0.382100 0.203990 1.629120 0.350571 0.770424 0.819692 -0.030739 0.153116 1.227115 
436 2.697412 1.061679 2.627532 0.600843 1.164449 1.743135 1.507336 0.689727 0.111643 1.593215 0.671942 1.556310 0.382100 0.203990 1.629120 0.350571 0.770424 0.819692 -0.030739 0.153116 1.227115 
437 2.697412 1.061679 2.627532 0.600843 1.164450 1.743135 1.507336 0.689727 0.111643 1.593215 0.671942 1.556310 0.382100 0.203990 1.629120 0.350571 0.770424 0.819692 -0.030739 0.153116 1.227115 
438 2.697412 1.061679 2.627532 0.600843 1.164450 1.743135 1.507336 0.689727 0.111643 1.593215 0.671942 1.556310 0.382100 0.203990 1.629120 0.350571 0.770424 0.819692 -0.030739 0.153116 1.227115 
439 2.697412 1.061679 2.627532 0.600843 1.164450 1.743135 1.507336 0.689727 0.111643 1.593215 0.671942 1.556310 0.382100 0.203990 1.629120 0.350571 0.770424 0.819692 -0.030739 0.153116 1.227115 
440 2.697413 1.061679 2.627532 0.600843 1.164450 1.743135 1.507336 0.689727 0.111643 1.593215 0.671942 1.556310 0.382100 0.203990 1.629120 0.350571 0.770424 0.819692 -0.030739 0.153116 1.227115 
441 2.697413 1.061679 2.627533 0.600843 1.164450 1.743136 1.507336 0.689727 0.111643 1.593215 0.671943 1.556310 0.382100 0.203990 1.629120 0.350571 0.770424 0.819692 -0.030738 0.153116 1.227115 
442 2.697413 1.061679 2.627533 0.600844 1.164450 1.743136 1.507336 0.689727 0.111643 1.593215 0.671943 1.556310 0.382100 0.203990 1.629120 0.350572 0.770424 0.819692 -0.030738 0.153116 1.227115 
443 2.697413 1.061679 2.627533 0.600844 1.164450 1.743136 1.507336 0.689727 0.111643 1.593215 0.671943 1.556310 0.382100 0.203990 1.629121 0.350572 0.770424 0.819692 -0.030738 0.153116 1.227116 
444 2.697413 1.061680 2.627533 0.600844 1.164450 1.743136 1.507336 0.689727 0.111643 1.593215 0.671943 1.556310 0.382100 0.203990 1.629121 0.350572 0.770424 0.819692 -0.030738 0.153116 1.227116 
445 2.697413 1.061680 2.627533 0.600844 1.164451 1.743136 1.507336 0.689727 0.111643 1.593215 0.671943 1.556310 0.382100 0.203990 1.629121 0.350572 0.770424 0.819692 -0.030738 0.153116 1.227116 
446 2.697413 1.061680 2.627533 0.600844 1.164451 1.743136 1.507336 0.689727 0.111644 1.593215 0.671943 1.556310 0.382100 0.203990 1.629121 0.350572 0.770424 0.819692 -0.030738 0.153116 1.227116 
447 2.697413 1.061680 2.627533 0.600844 1.164451 1.743136 1.507337 0.689727 0.111644 1.593215 0.671943 1.556310 0.382100 0.203990 1.629121 0.350572 0.770424 0.819692 -0.030738 0.153116 1.227116 
448 2.697413 1.061680 2.627533 0.600844 1.164451 1.743136 1.507337 0.689727 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819692 -0.030738 0.153116 1.227116 
449 2.697413 1.061680 2.627534 0.600844 1.164451 1.743136 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
450 2.697414 1.061680 2.627534 0.600844 1.164451 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
451 2.697414 1.061680 2.627534 0.600844 1.164451 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
452 2.697414 1.061680 2.627534 0.600845 1.164451 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
453 2.697414 1.061680 2.627534 0.600845 1.164451 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
454 2.697414 1.061680 2.627534 0.600845 1.164452 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
455 2.697414 1.061681 2.627534 0.600845 1.164452 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
456 2.697414 1.061681 2.627534 0.600845 1.164452 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
457 2.697414 1.061681 2.627534 0.600845 1.164452 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
458 2.697414 1.061681 2.627534 0.600845 1.164452 1.743137 1.507337 0.689728 0.111644 1.593215 0.671943 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153116 1.227116 
459 2.697414 1.061681 2.627535 0.600845 1.164452 1.743137 1.507337 0.689728 0.111644 1.593215 0.671944 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153117 1.227116 
460 2.697414 1.061681 2.627535 0.600845 1.164452 1.743137 1.507337 0.689728 0.111644 1.593215 0.671944 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153117 1.227116 
461 2.697414 1.061681 2.627535 0.600845 1.164452 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153117 1.227116 
462 2.697414 1.061681 2.627535 0.600845 1.164452 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556311 0.382101 0.203990 1.629121 0.350572 0.770425 0.819693 -0.030738 0.153117 1.227116 
463 2.697414 1.061681 2.627535 0.600845 1.164452 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556311 0.382101 0.203990 1.629121 0.350573 0.770425 0.819693 -0.030738 0.153117 1.227116 
464 2.697414 1.061681 2.627535 0.600845 1.164452 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556311 0.382101 0.203990 1.629121 0.350573 0.770425 0.819693 -0.030738 0.153117 1.227116 
465 2.697415 1.061681 2.627535 0.600845 1.164452 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556311 0.382101 0.203990 1.629121 0.350573 0.770425 0.819693 -0.030738 0.153117 1.227116 
466 2.697415 1.061681 2.627535 0.600846 1.164452 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556312 0.382101 0.203990 1.629121 0.350573 0.770425 0.819693 -0.030738 0.153117 1.227116 
467 2.697415 1.061681 2.627535 0.600846 1.164453 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556312 0.382101 0.203990 1.629121 0.350573 0.770425 0.819693 -0.030738 0.153117 1.227116 
468 2.697415 1.061681 2.627535 0.600846 1.164453 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556312 0.382101 0.203990 1.629121 0.350573 0.770425 0.819693 -0.030738 0.153117 1.227116 
469 2.697415 1.061682 2.627535 0.600846 1.164453 1.743138 1.507337 0.689728 0.111644 1.593215 0.671944 1.556312 0.382102 0.203990 1.629121 0.350573 0.770425 0.819693 -0.030738 0.153117 1.227116 
470 2.697415 1.061682 2.627535 0.600846 1.164453 1.743138 1.507337 0.689728 0.111645 1.593215 0.671944 1.556312 0.382102 0.203990 1.629121 0.350573 0.770426 0.819693 -0.030738 0.153117 1.227116 
471 2.697415 1.061682 2.627535 0.600846 1.164453 1.743138 1.507337 0.689728 0.111645 1.593215 0.671944 1.556312 0.382102 0.203990 1.629121 0.350573 0.770426 0.819693 -0.030738 0.153117 1.227116 
472 2.697415 1.061682 2.627535 0.600846 1.164453 1.743138 1.507337 0.689728 0.111645 1.593215 0.671944 1.556312 0.382102 0.203990 1.629121 0.350573 0.770426 0.819693 -0.030738 0.153117 1.227116 
473 2.697415 1.061682 2.627536 0.600846 1.164453 1.743138 1.507338 0.689729 0.111645 1.593215 0.671944 1.556312 0.382102 0.203990 1.629121 0.350573 0.770426 0.819693 -0.030738 0.153117 1.227116 
474 2.697415 1.061682 2.627536 0.600846 1.164453 1.743138 1.507338 0.689729 0.111645 1.593215 0.671944 1.556312 0.382102 0.203990 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
475 2.697415 1.061682 2.627536 0.600846 1.164453 1.743138 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203990 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
476 2.697415 1.061682 2.627536 0.600846 1.164453 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
477 2.697415 1.061682 2.627536 0.600846 1.164453 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
478 2.697415 1.061682 2.627536 0.600846 1.164453 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
479 2.697415 1.061682 2.627536 0.600846 1.164453 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
480 2.697415 1.061682 2.627536 0.600846 1.164453 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
481 2.697415 1.061682 2.627536 0.600846 1.164453 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
482 2.697415 1.061682 2.627536 0.600846 1.164453 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
483 2.697415 1.061682 2.627536 0.600846 1.164453 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
484 2.697415 1.061682 2.627536 0.600846 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
485 2.697415 1.061682 2.627536 0.600846 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
486 2.697416 1.061682 2.627536 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
487 2.697416 1.061682 2.627536 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
488 2.697416 1.061682 2.627536 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
489 2.697416 1.061682 2.627536 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
490 2.697416 1.061683 2.627536 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
491 2.697416 1.061683 2.627536 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
492 2.697416 1.061683 2.627536 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671944 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
493 2.697416 1.061683 2.627536 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671945 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
494 2.697416 1.061683 2.627537 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671945 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
495 2.697416 1.061683 2.627537 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671945 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
496 2.697416 1.061683 2.627537 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671945 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
497 2.697416 1.061683 2.627537 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671945 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
498 2.697416 1.061683 2.627537 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671945 1.556312 0.382102 0.203991 1.629121 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
499 2.697416 1.061683 2.627537 0.600847 1.164454 1.743139 1.507338 0.689729 0.111645 1.593216 0.671945 1.556312 0.382102 0.203991 1.629122 0.350573 0.770426 0.819694 -0.030738 0.153117 1.227116 
